UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
6971,L54150,L,300.7,311.0,1436,44.9,119,0,No Failure
6892,L54071,L,300.9,311.5,1505,41.1,129,0,No Failure
7599,L54778,L,300.5,311.1,1491,42.6,11,0,No Failure
9251,H38664,H,298.3,309.0,1823,25.9,181,0,No Failure
7657,L54836,L,300.5,311.6,1541,47.8,156,0,No Failure
8043,L55222,L,300.8,311.9,1486,45.1,30,0,No Failure
2887,H32300,H,300.5,309.5,1635,34.2,62,0,No Failure
7027,L54206,L,300.6,310.7,1543,39.6,60,0,No Failure
9543,L56722,L,299.6,310.9,1716,28.5,117,0,No Failure
2663,M17522,M,299.9,309.4,1483,38.1,193,0,No Failure
7717,M22576,M,300.5,311.5,1378,48.2,82,0,No Failure
5146,L52325,L,304.5,313.7,1670,32.9,7,0,No Failure
3792,L50971,L,302.3,311.0,1528,43.1,30,0,No Failure
4397,H33810,H,302.3,310.1,1383,42.9,24,0,No Failure
1761,L48940,L,298.1,307.5,1684,33.1,200,0,No Failure
5586,M20445,M,302.5,312.0,1642,29.1,46,0,No Failure
9408,L56587,L,297.8,308.3,1435,50.1,189,0,No Failure
8028,L55207,L,300.6,311.9,1425,44.9,224,0,No Failure
9323,M24182,M,298.5,309.3,1512,38.1,170,0,No Failure
9047,L56226,L,297.4,308.4,1664,28.1,67,0,No Failure
2969,M17828,M,300.6,309.4,1312,45.2,73,0,No Failure
2807,L49986,L,300.0,309.3,1364,41.2,104,0,No Failure
3308,M18167,M,301.4,310.5,1563,39.9,83,0,No Failure
1997,M16856,M,298.4,308.0,1416,38.2,198,1,Tool Wear Failure
9239,M24098,M,298.2,308.8,1456,41.2,150,0,No Failure
3027,M17886,M,300.4,309.5,1888,21.9,221,0,No Failure
3327,L50506,L,301.5,310.6,1962,20.2,124,0,No Failure
9519,L56698,L,299.0,310.1,1580,41.9,55,0,No Failure
9681,L56860,L,299.1,310.1,1894,24.2,22,0,No Failure
4970,L52149,L,303.9,312.7,1528,38.4,177,0,No Failure
3598,M18457,M,301.7,310.5,1724,33.0,171,0,No Failure
3462,H32875,H,301.6,310.4,1330,49.5,30,0,No Failure
2535,L49714,L,298.9,308.7,1729,26.6,73,0,No Failure
789,M15648,M,296.9,308.1,1440,46.3,64,0,No Failure
9176,L56355,L,297.8,309.0,1403,64.2,0,1,Power Failure
241,M15100,M,298.0,308.1,1339,51.6,197,0,No Failure
1834,L49013,L,297.8,307.3,1327,61.0,186,1,Overstrain Failure
9534,L56713,L,299.2,310.5,1705,29.5,95,0,No Failure
7962,L55141,L,301.0,312.2,1264,59.0,57,0,No Failure
2501,L49680,L,299.1,308.9,1617,32.3,223,0,No Failure
6371,L53550,L,300.1,309.6,1321,46.9,75,0,No Failure
2330,L49509,L,299.3,308.7,1484,40.5,213,0,No Failure
2866,H32279,H,300.7,309.7,1623,32.7,0,0,No Failure
1051,L48230,L,296.6,307.6,1671,28.8,108,0,No Failure
7362,L54541,L,299.5,310.0,1502,38.5,52,0,No Failure
9266,M24125,M,298.3,308.9,1390,49.7,23,0,No Failure
9105,M23964,M,297.4,308.3,1550,47.8,18,0,No Failure
2101,M16960,M,299.3,309.3,1471,46.0,42,0,No Failure
2738,M17597,M,299.7,309.1,1508,41.2,152,0,No Failure
8729,M23588,M,297.2,308.7,1398,38.1,88,0,No Failure
8222,M23081,M,299.1,310.5,1428,43.0,53,0,No Failure
3257,L50436,L,301.1,309.8,1519,39.6,167,0,No Failure
5496,H34909,H,302.9,312.5,1357,55.0,12,0,Random Failures
6169,M21028,M,300.7,310.6,1778,27.1,215,0,No Failure
1651,M16510,M,298.0,307.9,1417,51.0,137,0,No Failure
6533,H35946,H,301.2,310.6,1352,52.0,69,0,No Failure
3253,L50432,L,301.1,309.7,1668,30.8,158,0,No Failure
4028,L51207,L,302.0,311.0,1566,37.8,218,0,No Failure
9948,M24807,M,298.2,307.9,1529,36.6,105,0,No Failure
5945,M20804,M,300.7,310.6,1484,38.0,84,0,No Failure
3672,M18531,M,302.3,311.7,1486,39.6,147,0,No Failure
3722,M18581,M,302.2,311.2,1544,43.6,63,0,No Failure
4676,H34089,H,303.5,311.5,1629,33.5,73,0,No Failure
3609,M18468,M,301.7,310.8,1954,21.6,198,0,No Failure
4775,L51954,L,303.6,312.0,1827,23.3,103,0,No Failure
3512,L50691,L,301.8,311.0,1322,53.0,166,0,No Failure
2267,L49446,L,299.2,308.5,1381,60.6,59,0,No Failure
6557,L53736,L,301.5,310.7,1686,27.9,135,0,No Failure
5426,L52605,L,302.5,312.2,1775,27.9,56,0,No Failure
5152,L52331,L,304.3,313.6,1409,56.0,19,0,No Failure
1437,H30850,H,298.8,309.8,1510,44.2,35,0,No Failure
9919,L57098,L,298.4,308.8,1352,56.7,24,0,No Failure
8102,L55281,L,300.3,311.8,1567,37.7,180,0,No Failure
8257,H37670,H,299.0,310.5,1336,56.8,136,0,No Failure
9416,M24275,M,298.2,308.7,1361,44.2,0,0,No Failure
8036,L55215,L,300.7,311.7,1910,19.7,13,0,No Failure
6808,L53987,L,301.0,310.8,1549,41.4,121,0,No Failure
1092,L48271,L,297.0,307.7,1447,46.4,8,0,No Failure
3826,H33239,H,302.2,310.7,1413,48.9,114,0,No Failure
7071,L54250,L,300.7,310.7,1333,61.0,177,0,No Failure
7883,H37296,H,300.7,312.3,1670,27.3,81,0,No Failure
5682,L52861,L,302.2,311.6,1383,44.3,72,0,No Failure
9477,M24336,M,298.8,309.6,1692,31.9,167,0,No Failure
3333,M18192,M,301.7,310.8,1671,31.6,137,0,No Failure
8385,L55564,L,298.8,309.7,1450,43.1,63,0,No Failure
9600,L56779,L,299.0,310.1,1463,37.4,56,0,No Failure
6443,L53622,L,300.7,310.2,1348,54.8,50,0,No Failure
3654,L50833,L,302.1,311.4,1518,37.4,102,0,No Failure
3879,L51058,L,302.6,311.7,1773,27.1,30,0,No Failure
6288,M21147,M,301.1,310.6,1479,41.1,72,0,No Failure
633,H30046,H,298.3,310.0,1419,47.1,105,0,No Failure
1253,L48432,L,297.5,308.8,1533,41.5,223,0,No Failure
1436,H30849,H,298.8,309.9,1526,42.1,30,0,No Failure
6653,H36066,H,301.5,310.4,1580,35.7,161,0,No Failure
6217,L53396,L,301.1,310.8,1724,27.5,101,0,No Failure
9292,L56471,L,298.2,309.0,1353,57.8,89,0,No Failure
1983,M16842,M,298.0,307.7,1487,41.3,160,0,No Failure
1909,L49088,L,297.9,307.6,1977,20.2,182,0,No Failure
4202,L51381,L,302.4,311.0,2211,15.4,203,0,No Failure
8824,M23683,M,297.3,308.8,1447,57.4,134,0,No Failure
1626,L48805,L,297.9,307.8,1365,46.9,73,0,No Failure
8753,M23612,M,297.4,308.5,1465,55.9,153,0,No Failure
8961,L56140,L,297.3,307.9,1797,24.7,75,0,No Failure
6712,L53891,L,301.5,310.7,1426,46.1,81,0,No Failure
1240,H30653,H,297.2,308.5,1482,39.3,187,0,No Failure
5173,L52352,L,304.2,313.4,1740,28.2,78,0,No Failure
8286,L55465,L,298.9,310.6,1387,52.7,2,0,No Failure
5599,L52778,L,302.8,312.1,1441,52.1,79,0,No Failure
2752,L49931,L,299.7,309.1,1417,50.1,187,0,No Failure
4429,L51608,L,302.4,310.1,1906,21.2,110,0,No Failure
1011,M15870,M,296.2,307.2,1552,34.8,8,0,No Failure
1641,L48820,L,298.0,307.8,1567,36.4,109,0,No Failure
7235,M22094,M,299.8,310.0,1397,48.1,164,0,No Failure
3577,L50756,L,301.6,310.4,1599,41.7,116,0,No Failure
3285,H32698,H,301.2,309.9,1362,50.7,25,0,No Failure
5937,M20796,M,300.5,310.4,1548,37.3,65,0,No Failure
1422,L48601,L,298.7,309.8,1589,31.8,217,0,No Failure
2754,L49933,L,299.7,309.1,1715,27.8,192,0,No Failure
6130,M20989,M,301.0,311.0,1508,46.9,113,0,No Failure
5646,M20505,M,302.5,312.0,1591,29.4,192,0,No Failure
9532,L56711,L,299.2,310.5,1458,44.1,91,0,No Failure
8142,L55321,L,299.6,310.8,1393,49.9,78,0,No Failure
260,M15119,M,298.1,308.2,1420,63.9,19,1,Power Failure
7378,L54557,L,299.5,310.0,1349,52.7,92,0,No Failure
7095,L54274,L,300.6,310.2,1447,45.9,17,0,No Failure
7320,L54499,L,299.8,310.2,1654,32.7,159,0,No Failure
7289,M22148,M,300.2,310.6,1983,20.8,83,0,No Failure
5027,L52206,L,303.9,313.2,1481,40.0,100,0,No Failure
5710,L52889,L,302.2,311.7,1556,38.6,145,0,No Failure
3453,H32866,H,301.6,310.5,1602,32.3,2,0,Random Failures
8460,L55639,L,298.7,309.9,1651,29.5,42,0,No Failure
2574,L49753,L,299.5,309.2,1499,41.5,175,0,No Failure
1805,L48984,L,298.1,307.7,1495,48.1,111,0,No Failure
1243,L48422,L,297.1,308.4,1468,44.4,197,0,No Failure
3109,L50288,L,299.8,309.2,1504,38.7,212,0,No Failure
9151,M24010,M,297.5,308.6,1347,57.0,132,0,No Failure
2785,L49964,L,300.2,309.6,1430,52.7,47,0,No Failure
5728,M20587,M,302.3,311.8,1559,34.4,191,0,No Failure
8677,M23536,M,297.3,308.5,1520,42.4,171,0,No Failure
1689,L48868,L,297.9,307.4,1606,35.5,14,0,No Failure
2770,M17629,M,300.0,309.6,1477,38.1,13,0,No Failure
1727,L48906,L,298.3,307.8,1906,22.1,104,0,No Failure
4706,L51885,L,303.6,311.8,1614,33.2,155,0,No Failure
1408,L48587,L,298.9,310.0,1564,33.8,183,0,No Failure
9656,H39069,H,299.1,310.0,1431,49.5,205,0,No Failure
2940,L50119,L,300.9,309.7,1431,41.4,199,0,No Failure
3002,L50181,L,300.5,309.8,1445,43.9,164,0,No Failure
1569,L48748,L,298.2,308.2,1407,47.1,153,0,No Failure
3563,L50742,L,301.7,310.6,1471,43.8,80,0,No Failure
3922,L51101,L,302.7,311.5,1494,41.4,149,0,No Failure
5304,L52483,L,303.9,313.2,1481,44.1,197,0,No Failure
6895,L54074,L,301.1,311.7,1408,46.3,135,0,No Failure
4790,L51969,L,303.8,312.8,1646,35.8,143,0,No Failure
929,L48108,L,295.6,306.0,1949,21.9,5,0,No Failure
8341,M23200,M,298.8,309.7,1480,38.1,157,0,No Failure
4995,M19854,M,303.5,312.6,1642,29.4,18,0,No Failure
6505,M21364,M,301.0,310.1,1681,27.4,212,0,No Failure
1816,M16675,M,298.1,307.6,1565,36.3,140,0,No Failure
5116,M19975,M,304.2,313.7,2113,18.4,139,0,No Failure
399,H29812,H,297.4,308.3,1502,43.6,169,0,No Failure
1464,L48643,L,298.8,310.1,1607,39.5,105,0,No Failure
9076,L56255,L,297.3,308.1,1506,36.0,150,0,No Failure
9487,M24346,M,298.9,309.6,1472,46.0,199,0,No Failure
6043,M20902,M,300.8,311.0,1580,36.6,109,0,No Failure
2081,L49260,L,299.3,309.2,2280,15.4,207,0,No Failure
8123,M22982,M,300.2,311.6,1533,46.4,24,0,No Failure
8859,L56038,L,297.8,308.9,1506,33.5,26,0,No Failure
8221,M23080,M,298.9,310.3,1551,35.2,50,0,No Failure
9421,L56600,L,298.0,308.4,1472,42.0,15,0,No Failure
1276,M16135,M,298.1,309.4,1362,47.6,70,0,No Failure
2109,H31522,H,299.4,309.0,1415,51.7,62,0,No Failure
2358,L49537,L,299.3,308.5,1772,26.1,52,0,No Failure
98,M14957,M,298.9,308.9,1750,29.9,50,0,No Failure
5029,M19888,M,303.9,313.2,1630,29.3,104,0,No Failure
801,M15660,M,297.0,307.9,1882,24.2,97,0,No Failure
3020,L50199,L,300.5,309.8,1379,54.2,207,1,Overstrain Failure
7010,L54189,L,300.5,310.5,1536,36.2,12,0,No Failure
4832,L52011,L,303.5,312.0,1366,54.5,30,1,Heat Dissipation Failure
874,L48053,L,295.9,306.4,1892,21.7,72,0,No Failure
2047,L49226,L,299.3,309.1,1388,45.5,123,0,No Failure
9609,M24468,M,298.9,310.1,1513,41.5,80,0,No Failure
9918,M24777,M,298.5,308.8,1557,36.0,21,0,No Failure
4331,L51510,L,301.5,309.8,1549,38.5,81,0,No Failure
3975,L51154,L,302.4,311.5,1505,37.9,79,0,No Failure
4791,L51970,L,303.8,312.8,1443,40.7,145,0,No Failure
5585,L52764,L,302.4,311.9,1578,29.9,44,0,No Failure
4210,M19069,M,302.2,310.8,1422,47.0,3,0,No Failure
8181,M23040,M,299.7,311.2,1616,42.3,180,0,No Failure
8706,L55885,L,297.2,308.6,1437,52.4,37,0,No Failure
4772,M19631,M,303.6,311.9,1617,36.0,95,0,No Failure
6998,M21857,M,300.6,310.7,1566,38.2,187,0,No Failure
2449,L49628,L,299.4,308.9,1440,42.5,87,0,No Failure
2655,L49834,L,299.9,309.5,1567,35.5,171,0,No Failure
7860,M22719,M,300.5,311.9,1370,44.8,20,0,No Failure
8737,L55916,L,297.3,308.7,1491,40.2,112,0,No Failure
6559,M21418,M,301.5,310.6,1447,41.9,140,0,No Failure
9550,M24409,M,299.6,311.1,1649,33.8,133,0,No Failure
1188,M16047,M,297.4,308.6,1522,38.0,33,0,No Failure
5329,M20188,M,303.7,312.9,1406,41.9,48,0,No Failure
1899,L49078,L,297.8,307.5,1372,54.1,157,0,No Failure
7796,H37209,H,300.1,311.6,1674,29.6,85,0,No Failure
8457,L55636,L,298.6,309.9,1556,38.6,36,0,No Failure
9859,L57038,L,298.5,309.5,1547,33.1,68,0,No Failure
2262,M17121,M,299.1,308.2,1435,45.2,45,0,No Failure
4277,M19136,M,302.2,310.4,1456,47.5,167,0,No Failure
1155,L48334,L,296.9,307.9,1626,29.9,177,0,No Failure
1032,L48211,L,296.4,307.5,1549,36.1,58,0,No Failure
6023,L53202,L,300.7,310.9,1521,39.4,61,0,No Failure
9289,L56468,L,298.2,308.9,1444,53.1,83,0,No Failure
5410,L52589,L,302.7,312.4,1433,44.2,17,0,No Failure
9999,H39412,H,299.0,308.7,1408,48.5,25,0,No Failure
2629,H32042,H,299.9,309.6,1410,51.2,98,0,No Failure
7278,L54457,L,300.1,310.2,1475,54.2,53,0,No Failure
7394,M22253,M,299.7,310.5,1594,35.4,134,0,No Failure
3665,M18524,M,302.3,311.7,1685,30.8,130,0,No Failure
233,L47412,L,298.2,308.4,1424,47.6,179,0,No Failure
1993,L49172,L,298.2,307.8,1375,46.6,188,0,No Failure
8184,L55363,L,299.8,311.1,1452,47.3,188,0,No Failure
3824,M18683,M,302.3,310.9,1581,36.1,109,0,No Failure
5428,L52607,L,302.7,312.4,1423,51.9,60,0,No Failure
3387,H32800,H,301.5,310.8,1474,38.7,58,0,No Failure
1009,L48188,L,296.2,307.1,1441,41.7,3,0,No Failure
499,L47678,L,297.5,309.1,1611,30.2,211,0,No Failure
5450,L52629,L,303.1,312.8,2329,15.1,113,0,No Failure
4279,L51458,L,302.0,310.1,1409,50.4,172,0,No Failure
5552,H34965,H,302.4,311.9,1366,47.3,162,0,No Failure
7692,M22551,M,300.5,311.5,1370,56.1,7,0,No Failure
9070,M23929,M,297.2,308.2,1678,28.1,133,0,No Failure
157,M15016,M,298.4,308.1,1495,46.0,203,0,No Failure
8524,H37937,H,298.3,309.3,1529,41.7,5,0,No Failure
3557,L50736,L,301.9,310.8,1735,31.5,66,0,No Failure
3181,M18040,M,300.2,309.4,1433,48.8,191,0,No Failure
5044,L52223,L,304.1,313.2,1468,39.4,148,0,No Failure
9297,H38710,H,298.2,309.0,1524,39.1,100,0,No Failure
6483,L53662,L,300.6,309.9,1480,43.7,153,0,No Failure
4681,L51860,L,303.6,311.7,1491,39.8,92,0,No Failure
6461,L53640,L,300.6,310.0,1313,52.9,93,0,No Failure
2273,M17132,M,299.3,308.6,1448,52.1,71,0,No Failure
258,L47437,L,298.0,308.0,1615,29.5,15,0,No Failure
5604,L52783,L,302.9,312.2,1340,57.8,90,0,No Failure
8771,L55950,L,297.4,308.6,1680,32.8,200,0,No Failure
9181,L56360,L,297.9,309.1,1507,36.9,13,0,No Failure
3307,L50486,L,301.4,310.5,1432,54.3,81,0,No Failure
9723,H39136,H,298.8,309.8,1911,21.6,126,0,No Failure
2014,L49193,L,298.6,308.4,1485,42.9,38,0,No Failure
7372,L54551,L,299.6,310.2,1512,44.0,79,0,No Failure
6247,H35660,H,300.8,310.3,1457,46.8,182,0,No Failure
8149,M23008,M,299.5,310.7,1488,39.5,95,0,No Failure
8141,L55320,L,299.6,310.9,1658,28.0,76,0,No Failure
1810,L48989,L,298.1,307.7,1767,27.0,127,0,No Failure
6213,L53392,L,300.8,310.6,1402,53.7,93,0,No Failure
421,M15280,M,297.3,308.3,1301,39.6,5,0,No Failure
4140,H33553,H,301.7,310.2,1620,30.8,42,0,No Failure
546,L47725,L,297.6,309.4,1958,22.1,108,0,No Failure
3199,M18058,M,300.0,309.1,1463,45.7,11,0,No Failure
4700,L51879,L,303.5,311.6,1428,46.2,139,0,No Failure
7701,M22560,M,300.7,311.6,1348,62.5,36,0,No Failure
5601,L52780,L,302.8,312.1,1487,36.6,84,0,No Failure
8552,M23411,M,298.2,309.1,1457,49.0,77,0,No Failure
1784,H31197,H,298.3,308.0,1553,41.0,52,0,No Failure
2084,H31497,H,299.4,309.3,1743,28.2,0,0,No Failure
7315,L54494,L,299.9,310.3,1268,53.3,146,0,No Failure
6984,M21843,M,300.7,311.0,1334,53.9,150,0,No Failure
8904,M23763,M,297.4,308.7,1382,49.9,151,0,No Failure
8487,M23346,M,298.5,309.5,1501,40.2,114,0,No Failure
4808,L51987,L,303.5,312.4,1503,36.5,191,0,No Failure
8259,L55438,L,299.1,310.6,1602,39.7,144,0,No Failure
1392,L48571,L,298.9,310.2,2737,8.8,142,1,Power Failure
826,L48005,L,296.6,307.3,1474,40.0,158,0,No Failure
68,H29481,H,298.8,308.9,1466,44.1,184,0,No Failure
5892,L53071,L,301.4,311.0,1334,53.3,157,0,No Failure
3001,H32414,H,300.5,309.8,1324,72.8,159,1,Power Failure
8665,H38078,H,297.5,308.6,1355,58.9,138,0,No Failure
2059,M16918,M,299.5,309.3,1902,24.0,151,0,No Failure
593,H30006,H,297.5,309.5,1668,27.9,240,0,No Failure
4228,L51407,L,302.2,310.8,1383,46.9,45,0,No Failure
4037,L51216,L,302.0,310.8,1445,49.1,2,0,No Failure
7678,L54857,L,300.6,311.7,1428,52.6,208,0,No Failure
529,M15388,M,297.5,309.5,1553,42.4,60,0,No Failure
9930,H39343,H,298.4,308.4,1479,39.2,58,0,No Failure
7353,M22212,M,299.7,310.2,1440,42.8,30,0,No Failure
705,L47884,L,297.7,308.9,1516,33.7,92,0,No Failure
733,L47912,L,297.2,308.6,1924,22.1,163,0,No Failure
6711,L53890,L,301.5,310.7,1323,49.7,79,0,No Failure
9721,M24580,M,298.9,309.9,1357,54.5,121,0,No Failure
2391,L49570,L,299.2,308.5,1487,41.2,140,0,No Failure
319,L47498,L,297.8,308.4,1512,39.9,181,0,No Failure
9530,L56709,L,299.1,310.3,1459,46.7,84,0,No Failure
521,L47700,L,297.6,309.5,1617,36.2,42,0,No Failure
8263,L55442,L,299.1,310.6,1921,23.9,158,0,No Failure
8881,L56060,L,298.0,309.2,1458,39.8,87,0,No Failure
7061,H36474,H,300.6,310.4,1479,35.6,150,0,No Failure
8669,L55848,L,297.5,308.8,1502,45.9,150,0,No Failure
2281,L49460,L,299.4,308.8,1390,57.0,92,0,No Failure
7658,L54837,L,300.5,311.6,1661,30.0,158,0,No Failure
1824,L49003,L,298.1,307.7,1414,48.7,159,0,No Failure
3990,L51169,L,302.2,311.3,1602,32.8,120,0,No Failure
1734,L48913,L,298.4,308.0,1515,42.8,125,0,No Failure
7472,L54651,L,300.3,311.7,1365,53.3,113,0,No Failure
4261,H33674,H,302.7,311.1,1418,43.4,130,0,No Failure
2623,M17482,M,299.6,309.4,1642,30.3,80,0,No Failure
2909,L50088,L,300.7,309.5,1251,59.9,120,0,No Failure
6159,L53338,L,301.1,311.0,1677,29.1,188,0,No Failure
5886,L53065,L,301.3,311.1,1647,28.2,140,0,No Failure
2947,M17806,M,300.7,309.5,1622,30.5,14,0,No Failure
7879,L55058,L,300.7,312.3,1418,49.0,69,0,No Failure
4380,M19239,M,301.8,309.5,1732,30.1,220,0,No Failure
3769,L50948,L,302.2,311.0,1555,34.2,185,0,No Failure
553,M15412,M,297.4,309.3,1622,35.0,123,0,No Failure
6126,L53305,L,300.9,310.9,1995,20.2,105,0,No Failure
9560,L56739,L,299.5,310.9,1496,38.5,162,0,No Failure
1482,M16341,M,298.2,309.2,1332,60.2,147,0,No Failure
4105,L51284,L,302.1,310.5,1389,49.6,169,0,No Failure
5437,M20296,M,302.9,312.5,1679,30.9,79,0,No Failure
9346,L56525,L,298.2,308.8,1442,47.0,18,0,No Failure
2602,L49781,L,299.3,309.1,1399,52.1,27,0,No Failure
2718,M17577,M,299.5,309.1,1422,45.3,103,0,No Failure
7689,L54868,L,300.6,311.7,1553,39.8,0,0,No Failure
5332,L52511,L,303.7,312.8,1448,44.5,55,0,No Failure
4217,L51396,L,301.9,310.7,1370,50.3,20,0,No Failure
7741,L54920,L,300.5,312.0,1453,45.1,151,0,No Failure
4895,H34308,H,303.8,312.5,1447,46.6,198,0,No Failure
9942,L57121,L,298.4,308.1,1395,44.0,92,0,No Failure
665,L47844,L,297.5,308.9,1390,47.4,187,0,No Failure
1992,M16851,M,298.2,307.8,1583,36.6,185,0,No Failure
7257,H36670,H,300.2,310.3,1408,42.5,0,0,No Failure
4455,L51634,L,302.4,310.1,1401,48.8,177,0,No Failure
2907,L50086,L,300.6,309.3,1409,38.7,115,0,No Failure
2053,L49232,L,299.5,309.3,1477,40.4,138,0,No Failure
8120,L55299,L,300.3,311.7,1333,55.2,18,0,No Failure
1735,M16594,M,298.5,308.1,1501,39.2,127,0,No Failure
3971,M18830,M,302.3,311.4,1345,47.6,67,0,No Failure
2197,M17056,M,299.7,308.9,1551,35.4,82,0,No Failure
465,L47644,L,297.3,308.6,1511,35.7,120,0,No Failure
5412,L52591,L,302.8,312.6,1462,39.4,22,0,No Failure
4842,M19701,M,303.3,311.8,1441,44.9,61,0,No Failure
6942,L54121,L,300.8,311.4,1316,57.6,43,0,No Failure
9849,H39262,H,298.5,309.2,1568,40.6,39,0,No Failure
8162,H37575,H,299.6,311.0,1714,30.2,128,0,No Failure
6650,M21509,M,301.5,310.4,1350,54.9,153,0,No Failure
9179,L56358,L,297.8,309.0,1340,56.9,6,0,No Failure
5106,L52285,L,304.1,313.4,1374,56.6,115,0,No Failure
1387,L48566,L,298.9,310.2,1445,40.0,129,0,No Failure
3478,L50657,L,301.8,310.7,1547,41.7,72,0,No Failure
4249,L51428,L,302.6,311.0,1506,37.2,95,0,No Failure
2041,L49220,L,299.1,308.9,1686,29.6,108,0,No Failure
3581,L50760,L,301.8,310.6,1650,31.9,126,0,No Failure
4292,L51471,L,301.8,310.0,2032,19.0,203,0,No Failure
7786,L54965,L,300.2,311.5,1383,42.1,60,0,No Failure
6802,L53981,L,301.1,310.7,1334,48.2,106,0,No Failure
7072,H36485,H,300.7,310.6,1505,40.6,179,0,No Failure
2252,H31665,H,299.1,308.3,1424,43.4,16,0,No Failure
940,L48119,L,295.5,306.1,1488,40.7,31,0,No Failure
1964,L49143,L,297.7,307.5,1379,43.3,111,0,No Failure
5756,L52935,L,302.1,311.4,1391,49.2,52,0,No Failure
4285,L51464,L,301.8,310.0,1493,40.3,185,0,No Failure
6809,L53988,L,301.0,310.7,1391,45.0,123,0,No Failure
8794,L55973,L,297.4,308.5,1782,25.9,54,0,No Failure
4796,L51975,L,303.6,312.5,1431,49.0,162,0,No Failure
3728,L50907,L,302.3,311.2,1786,24.3,81,0,No Failure
9701,M24560,M,298.9,309.8,1353,53.7,71,0,No Failure
1264,L48443,L,297.8,309.2,1400,56.9,34,0,No Failure
6938,H36351,H,300.6,311.1,1452,40.2,28,0,No Failure
9540,L56719,L,299.4,310.8,1424,47.7,109,0,No Failure
5310,M20169,M,303.9,313.2,1422,48.0,215,1,Tool Wear Failure
6848,L54027,L,301.2,311.4,1757,28.0,6,0,No Failure
5849,L53028,L,301.4,311.3,2323,15.9,50,0,No Failure
8529,L55708,L,298.4,309.3,1512,35.8,18,0,No Failure
6110,M20969,M,300.8,310.9,1514,38.7,66,0,No Failure
4355,L51534,L,302.0,309.8,1456,58.1,145,0,No Failure
2805,L49984,L,300.1,309.5,1450,40.1,100,0,No Failure
1203,M16062,M,297.0,308.1,1355,51.4,76,0,No Failure
6509,H35922,H,301.0,310.1,1756,30.7,2,0,No Failure
354,H29767,H,297.5,308.3,1674,30.0,54,0,No Failure
6823,M21682,M,300.9,310.6,1709,29.2,158,0,No Failure
4794,H34207,H,303.6,312.6,1498,40.2,155,0,No Failure
3795,M18654,M,302.2,310.8,1356,48.3,36,0,No Failure
2066,L49245,L,299.7,309.6,1419,45.1,170,0,No Failure
1053,L48232,L,296.7,307.7,1927,23.9,112,0,No Failure
2278,H31691,H,299.3,308.7,1408,44.4,82,0,No Failure
4649,L51828,L,303.3,311.4,1630,32.5,2,0,No Failure
9773,L56952,L,298.5,309.5,1561,34.8,35,0,No Failure
5055,L52234,L,303.8,312.9,1619,35.7,182,0,No Failure
1649,L48828,L,297.9,307.8,1373,50.2,130,0,No Failure
7978,L55157,L,301.2,312.4,1378,59.0,95,0,No Failure
9008,L56187,L,297.4,308.0,1383,46.2,188,0,No Failure
3038,L50217,L,300.5,309.7,1887,24.3,28,0,No Failure
9461,M24320,M,298.4,309.2,1399,45.2,125,0,No Failure
9147,L56326,L,297.6,308.6,1528,40.0,123,0,No Failure
9398,M24257,M,297.7,308.2,1370,53.4,162,0,No Failure
410,L47589,L,297.4,308.6,1459,41.3,196,0,No Failure
5183,L52362,L,303.9,313.1,1586,31.9,108,0,No Failure
9944,M24803,M,298.3,308.0,1766,26.0,96,0,No Failure
2745,L49924,L,299.7,309.2,1620,30.0,168,0,No Failure
3480,M18339,M,301.8,310.8,1619,31.0,76,0,No Failure
3559,L50738,L,301.7,310.6,1743,26.2,71,0,No Failure
5675,M20534,M,302.2,311.7,1393,42.5,53,0,No Failure
1098,H30511,H,296.9,307.5,1397,48.3,22,0,No Failure
3531,M18390,M,301.9,310.9,1441,43.7,0,0,No Failure
6676,L53855,L,301.5,310.6,1579,28.0,220,0,No Failure
2050,M16909,M,299.3,309.2,1586,37.9,129,0,No Failure
5299,M20158,M,303.7,313.1,2130,18.1,185,0,No Failure
1741,M16600,M,298.5,307.9,1640,33.1,146,0,No Failure
101,L47280,L,298.8,308.9,1852,25.0,57,0,No Failure
2354,L49533,L,299.2,308.4,1841,22.8,40,0,No Failure
4411,L51590,L,302.5,310.2,1586,32.2,64,0,No Failure
1680,L48859,L,298.0,307.5,1792,27.9,217,0,No Failure
3379,L50558,L,301.5,310.7,1568,33.1,38,0,No Failure
2231,L49410,L,299.5,308.7,1446,45.7,173,0,No Failure
4764,L51943,L,303.7,312.1,1443,45.9,74,0,No Failure
8268,L55447,L,299.2,310.7,1540,36.3,175,0,No Failure
1520,M16379,M,298.2,308.9,1512,38.5,28,0,No Failure
39,H29452,H,298.9,309.2,1379,50.7,106,0,No Failure
917,M15776,M,295.3,305.8,1589,36.2,184,0,No Failure
3731,M18590,M,302.3,311.2,1405,47.7,88,0,No Failure
5880,L53059,L,301.4,311.0,1701,28.4,127,0,No Failure
8297,L55476,L,298.9,310.3,1436,39.0,32,0,No Failure
2190,H31603,H,299.7,309.2,1554,41.6,62,0,No Failure
8534,M23393,M,298.6,309.4,1465,41.1,30,0,No Failure
7870,M22729,M,300.5,312.0,1779,27.7,46,0,No Failure
413,L47592,L,297.5,308.6,1388,48.2,203,0,No Failure
14,M14873,M,298.6,309.2,1742,30.0,37,0,No Failure
